trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1250,False,"{'a': 0.002, 'e': 0.08224933290064523}",20,10,5.469930451487883,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1251,False,"{'a': 0.002, 'e': 0.0820849986238988}",35,22,10.162028044806947,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1252,False,"{'a': 0.002, 'e': 0.08192099268725626}",20,16,8.51383032170899,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.002, 'e': 0.08175731443469375}",20,14,2.570770934277567,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'a': 0.002, 'e': 0.08159396321149794}",25,19,6.147370684553016,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.002, 'e': 0.08143093836426381}",35,24,19.704788810144713,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.002, 'e': 0.08126823924089167}",30,13,34.21513713146534,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.002, 'e': 0.0811058651905849}",25,15,18.200767091972242,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.002, 'e': 0.08094381556384699}",20,16,6.876049148016082,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.002, 'e': 0.08078208971247929}",20,0,-21.267972974426677,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1260,False,"{'a': 0.002, 'e': 0.08062068698957811}",30,6,25.425742425644128,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
1261,False,"{'a': 0.002, 'e': 0.08045960674953244}",35,9,46.47228241375043,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.002, 'e': 0.08029884834802099}",25,16,18.590616270455005,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.002, 'e': 0.08013841114201005}",20,11,11.234647774618134,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.002, 'e': 0.07997829448975048}",25,19,8.57848517316496,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.002, 'e': 0.07981849775077554}",25,9,14.670209009320986,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1266,False,"{'a': 0.002, 'e': 0.07965902028589801}",30,16,23.89779952201424,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.002, 'e': 0.07949986145720786}",20,8,18.260950995221517,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.002, 'e': 0.0793410206280695}",20,2,29.562063240619565,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.002, 'e': 0.07918249716311948}",25,0,31.058393625702,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.002, 'e': 0.07902429042826366}",20,11,16.160775435726567,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.002, 'e': 0.07886639979067495}",20,6,13.933307900696,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1272,False,"{'a': 0.002, 'e': 0.07870882461879052}",25,14,13.902273520213093,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.002, 'e': 0.07855156428230954}",20,12,12.908538315650578,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.002, 'e': 0.0783946181521904}",20,11,12.746790334940277,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.002, 'e': 0.07823798560064842}",35,19,24.67082310033202,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.002, 'e': 0.07808166600115313}",25,6,19.927925340879458,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1277,False,"{'a': 0.002, 'e': 0.077925658728426}",20,13,0.2002693166698144,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1278,False,"{'a': 0.002, 'e': 0.07776996315843764}",25,11,27.467895724277213,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.002, 'e': 0.07761457866840563}",20,8,20.07015350468803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.002, 'e': 0.07745950463679176}",30,0,7.802050172922134,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
1281,False,"{'a': 0.002, 'e': 0.07730474044329974}",20,5,3.617523338086877,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1282,False,"{'a': 0.002, 'e': 0.07715028546887258}",20,16,5.544982967878992,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.002, 'e': 0.07699613909569011}",20,8,18.41343110564724,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.002, 'e': 0.07684230070716673}",25,8,29.064019933053785,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.002, 'e': 0.0766887696879486}",25,15,17.486391327230454,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.002, 'e': 0.07653554542391151}",30,8,25.03566886893178,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.002, 'e': 0.07638262730215813}",20,9,6.683746649785135,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1288,False,"{'a': 0.002, 'e': 0.07623001471101583}",20,12,15.257265034349434,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.002, 'e': 0.07607770704003398}",30,12,-3.162387058085929,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1290,False,"{'a': 0.002, 'e': 0.07592570367998178}",25,18,13.369415582986374,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.002, 'e': 0.07577400402284548}",25,15,7.324115319076666,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1292,False,"{'a': 0.002, 'e': 0.07562260746182634}",20,10,21.451915715161693,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.002, 'e': 0.07547151339133784}",25,13,17.411271130476923,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.002, 'e': 0.07532072120700357}",20,11,6.985797934494722,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1295,False,"{'a': 0.002, 'e': 0.07517023030565453}",25,11,20.260943994153465,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.002, 'e': 0.07502004008532698}",25,0,19.423762902007628,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1297,False,"{'a': 0.002, 'e': 0.07487014994525974}",20,15,7.063745512555665,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.002, 'e': 0.07472055928589216}",30,19,-5.570669550961004,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1299,False,"{'a': 0.002, 'e': 0.07457126750886131}",25,17,14.502566634971807,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.002, 'e': 0.07442227401699995}",25,18,15.589468835385645,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.002, 'e': 0.07427357821433388}",20,6,-2.028561401337938,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1302,False,"{'a': 0.002, 'e': 0.0741251795060797}",20,7,22.922398858212617,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.002, 'e': 0.07397707729864236}",20,4,20.13108819220217,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.002, 'e': 0.0738292709996129}",30,23,13.91274288390322,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.002, 'e': 0.07368176001776583}",25,8,27.911380696300643,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.002, 'e': 0.0735345437630571}",35,17,5.331979538027453,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1307,False,"{'a': 0.002, 'e': 0.07338762164662144}",25,20,9.75628089440236,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.002, 'e': 0.07324099308077024}",30,16,16.138020657624825,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1309,False,"{'a': 0.002, 'e': 0.07309465747898901}",20,12,13.297102953249672,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.002, 'e': 0.07294861425593517}",20,3,28.992300839916748,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.002, 'e': 0.07280286282743559}",25,0,-23.556297890075363,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
1312,False,"{'a': 0.002, 'e': 0.07265740261048442}",25,1,21.407853977853698,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1313,False,"{'a': 0.002, 'e': 0.07251223302324053}",30,16,24.467623758914105,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.002, 'e': 0.07236735348502546}",25,8,4.362763860756059,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1315,False,"{'a': 0.002, 'e': 0.07222276341632078}",20,2,-25.669782799982528,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
1316,False,"{'a': 0.002, 'e': 0.0720784622387661}",20,9,20.327088538062053,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.002, 'e': 0.07193444937515645}",25,4,31.338644528079776,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.002, 'e': 0.07179072424944025}",30,17,-17.727376740664965,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1319,False,"{'a': 0.002, 'e': 0.07164728628671672}",20,10,16.66934794105969,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.002, 'e': 0.0715041349132339}",25,11,20.354273420922766,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.002, 'e': 0.07136126955638605}",25,11,-19.96539295912669,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1322,False,"{'a': 0.002, 'e': 0.0712186896447116}",25,17,13.321109244030604,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.002, 'e': 0.07107639460789066}",30,20,18.225126579322986,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.002, 'e': 0.07093438387674295}",30,21,14.942446191720407,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.002, 'e': 0.0707926568832253}",25,15,7.8056924400432735,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1326,False,"{'a': 0.002, 'e': 0.0706512130604296}",20,11,14.601189471201474,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.002, 'e': 0.0705100518425803}",20,12,15.003076864589048,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.002, 'e': 0.07036917266503243}",30,18,22.702190899750565,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.002, 'e': 0.07022857496426901}",30,18,8.414885854570795,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1330,False,"{'a': 0.002, 'e': 0.07008825817789911}",20,16,7.934601875948607,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.002, 'e': 0.06994822174465536}",25,16,10.094917630687593,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'a': 0.002, 'e': 0.06980846510439187}",35,23,24.003883363158852,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.002, 'e': 0.06966898769808184}",20,8,19.438286871376775,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.002, 'e': 0.06952978896781553}",30,13,31.243935251639076,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.002, 'e': 0.06939086835679777}",30,1,41.94538831726656,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.002, 'e': 0.069252225309346}",30,13,30.20395150668246,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.002, 'e': 0.06911385927088774}",35,19,26.321370646467443,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.002, 'e': 0.06897576968795878}",20,7,25.925671912900206,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.002, 'e': 0.06883795600820049}",25,6,23.371178366410252,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1340,False,"{'a': 0.002, 'e': 0.06870041768035806}",20,3,25.829698981800554,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.002, 'e': 0.06856315415427791}",20,13,11.95700818433367,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.002, 'e': 0.06842616488090583}",25,19,11.316403222202833,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.002, 'e': 0.06828944931228448}",20,13,12.672155713429076,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.002, 'e': 0.06815300690155146}",20,9,23.63023443478098,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.002, 'e': 0.06801683710293688}",20,10,18.711230644562278,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.002, 'e': 0.06788093937176144}",30,24,9.081549429697256,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.002, 'e': 0.06774531316443397}",20,10,20.637016860503323,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.002, 'e': 0.0676099579384495}",20,10,16.32678827129137,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.002, 'e': 0.0674748731523869}",25,17,18.495150763331207,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.002, 'e': 0.06734005826590692}",20,11,19.67591805454731,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.002, 'e': 0.06720551273974976}",20,14,13.625457222720392,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.002, 'e': 0.06707123603573319}",25,16,2.812270895534632,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1353,False,"{'a': 0.002, 'e': 0.06693722761675015}",25,20,9.374701745555893,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.002, 'e': 0.06680348694676687}",20,10,19.59473151846476,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.002, 'e': 0.06667001349082043}",25,3,18.894262483945905,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1356,False,"{'a': 0.002, 'e': 0.06653680671501686}",25,12,3.15597655870988,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1357,False,"{'a': 0.002, 'e': 0.06640386608652883}",20,13,10.829138592527718,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.002, 'e': 0.06627119107359372}",35,18,34.667061799624356,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.002, 'e': 0.06613878114551125}",30,0,27.37653693720308,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1360,False,"{'a': 0.002, 'e': 0.06600663577264156}",20,8,23.454267290871556,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.002, 'e': 0.06587475442640295}",25,16,14.95693921823003,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.002, 'e': 0.0657431365792699}",30,12,10.734527174528111,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1363,False,"{'a': 0.002, 'e': 0.0656117817047708}",20,12,6.50849688836624,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1364,False,"{'a': 0.002, 'e': 0.06548068927748603}",25,16,17.217740130229043,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.002, 'e': 0.06534985877304565}",25,9,6.273212583582188,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1366,False,"{'a': 0.002, 'e': 0.06521928966812753}",20,6,23.37854059787065,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.002, 'e': 0.065088981440455}",30,17,27.79470056342406,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.002, 'e': 0.06495893356879505}",20,11,4.803015097502978,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1369,False,"{'a': 0.002, 'e': 0.06482914553295596}",20,8,8.229758344225084,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1370,False,"{'a': 0.002, 'e': 0.06469961681378547}",20,15,9.64689988162026,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.002, 'e': 0.06457034689316847}",30,18,26.04513323515074,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.002, 'e': 0.06444133525402518}",30,10,33.881298490049545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.002, 'e': 0.06431258138030878}",30,20,-4.396365635359686,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1374,False,"{'a': 0.002, 'e': 0.06418408475700368}",20,0,25.597279687509896,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1375,False,"{'a': 0.002, 'e': 0.06405584487012317}",25,12,21.405771014867103,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.002, 'e': 0.06392786120670757}",25,19,11.452233601986643,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.002, 'e': 0.063800133254822}",20,5,21.967927710474058,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1378,False,"{'a': 0.002, 'e': 0.06367266050355457}",20,14,9.647202930327701,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.002, 'e': 0.063545442443014}",20,12,14.551523879053894,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'a': 0.002, 'e': 0.06341847856432796}",20,7,23.806148980610327,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1381,False,"{'a': 0.002, 'e': 0.0632917683596407}",25,13,-20.980118286116838,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1382,False,"{'a': 0.002, 'e': 0.06316531132211131}",25,17,16.731420959588075,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.002, 'e': 0.0630391069459114}",20,16,7.434360697766808,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.002, 'e': 0.06291315472622334}",30,11,18.573901736428606,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1385,False,"{'a': 0.002, 'e': 0.06278745415923806}",25,14,4.958699450289076,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1386,False,"{'a': 0.002, 'e': 0.06266200474215315}",20,16,8.189298609305956,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.002, 'e': 0.06253680597317074}",30,20,17.680377260521606,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'a': 0.002, 'e': 0.06241185735149562}",30,13,28.007344189353663,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.002, 'e': 0.0622871583773331}",20,10,5.818843572773524,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1390,False,"{'a': 0.002, 'e': 0.062162708551887165}",20,9,18.55425911703922,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.002, 'e': 0.06203850737735829}",20,6,13.046851143176816,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1392,False,"{'a': 0.002, 'e': 0.061914554356941674}",20,14,10.46947042563052,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.002, 'e': 0.061790848994825016}",20,10,14.434505357295288,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.002, 'e': 0.061667390796186744}",20,12,12.898697243943957,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.002, 'e': 0.06154417926719386}",25,19,4.5690242689731635,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'a': 0.002, 'e': 0.06142121391500013}",25,5,29.107489721275144,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.002, 'e': 0.061298494247743925}",20,0,24.79733802376415,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.002, 'e': 0.06117601977454647}",30,9,37.100505686876566,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.002, 'e': 0.06105379000550965}",20,11,14.409835953204471,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.002, 'e': 0.06093180445171429}",25,0,-13.401869862756723,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1401,False,"{'a': 0.002, 'e': 0.06081006262521795}",25,13,16.362166173741453,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.002, 'e': 0.06068856403905322}",20,13,14.166208090251263,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.002, 'e': 0.060567308207225536}",30,12,27.421538396056214,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.002, 'e': 0.06044629464471146}",30,15,31.78793737723885,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.002, 'e': 0.06032552286745654}",20,8,17.527892201784777,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.002, 'e': 0.06020499239237354}",35,15,36.65235365324484,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.002, 'e': 0.06008470273734036}",30,13,30.190722862776155,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.002, 'e': 0.05996465342119827}",20,13,13.09074097183785,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.002, 'e': 0.059844843963749825}",20,5,21.790539372186476,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.002, 'e': 0.05972527388575699}",20,0,29.842958353982773,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1411,False,"{'a': 0.002, 'e': 0.05960594270893937}",20,11,18.08680285256022,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.002, 'e': 0.05948684995597202}",25,15,-6.6522890138742286,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1413,False,"{'a': 0.002, 'e': 0.05936799515048385}",25,20,10.287217019284487,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.002, 'e': 0.0592493778170554}",20,16,6.147550874613843,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'a': 0.002, 'e': 0.05913099748121725}",20,15,8.887300138708992,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.002, 'e': 0.05901285366944784}",20,8,-24.22297141721586,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1417,False,"{'a': 0.002, 'e': 0.05889494590917182}",30,16,24.297315737557867,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.002, 'e': 0.058777273728757934}",25,6,37.58205437349904,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1419,False,"{'a': 0.002, 'e': 0.05865983665751736}",25,13,-47.87838300035139,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
1420,False,"{'a': 0.002, 'e': 0.0585426342257016}",25,7,35.395131590569484,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'a': 0.002, 'e': 0.05842566596450083}",25,15,5.129051178619488,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1422,False,"{'a': 0.002, 'e': 0.05830893140604179}",25,13,17.892839169665905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.002, 'e': 0.05819243008338615}",20,8,24.180335343633963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.002, 'e': 0.0580761615305284}",30,0,45.016240406019534,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1425,False,"{'a': 0.002, 'e': 0.057960125282394234}",25,18,3.098331336371451,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'a': 0.002, 'e': 0.057844320874838456}",20,16,9.338329043760854,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'a': 0.002, 'e': 0.05772874784464333}",20,9,19.84399944302086,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1428,False,"{'a': 0.002, 'e': 0.05761340572951652}",25,7,20.460062731851067,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1429,False,"{'a': 0.002, 'e': 0.057498294068089484}",25,0,40.026577886521984,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1430,False,"{'a': 0.002, 'e': 0.05738341239991535}",20,8,25.41510843025839,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.002, 'e': 0.05726876026546736}",20,16,7.8342472004551835,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.002, 'e': 0.05715433720613676}",20,9,18.101859897019054,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
