trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
587,False,"{'a': 0.002, 'e': 0.3097468277032208}",25,4,-47.87741746059979,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 2}",1
588,False,"{'a': 0.002, 'e': 0.3091279531286804}",30,16,-17.823742909879005,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
589,False,"{'a': 0.002, 'e': 0.3085103150663647}",25,14,-13.12446977842677,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
590,False,"{'a': 0.002, 'e': 0.3078939110457206}",20,0,-96.44776239808157,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
591,False,"{'a': 0.002, 'e': 0.30727873860113125}",25,12,3.490684092225357,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.002, 'e': 0.306664795271906}",25,14,10.638978488914331,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.002, 'e': 0.3060520786022707}",20,0,-24.87235988960057,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
594,False,"{'a': 0.002, 'e': 0.3054405861413579}",20,14,8.925236169467713,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.002, 'e': 0.30483031544319683}",30,17,-40.72246695062089,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
596,False,"{'a': 0.002, 'e': 0.3042212640667041}",20,3,-69.08230984291258,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
597,False,"{'a': 0.002, 'e': 0.30361342957567317}",25,0,27.89358142468027,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
598,False,"{'a': 0.002, 'e': 0.3030068095387654}",20,16,6.834101083694409,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.002, 'e': 0.3024014015294998}",20,0,17.986217389591783,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
600,False,"{'a': 0.002, 'e': 0.3017972031262435}",25,2,-15.705872369310388,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
601,False,"{'a': 0.002, 'e': 0.30119421191220214}",30,11,16.971237417004467,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.002, 'e': 0.30059242547541}",30,0,20.43362198996984,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
603,False,"{'a': 0.002, 'e': 0.2999918414087205}",25,12,2.5879816936013587,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.002, 'e': 0.2993924573097967}",20,0,-41.32546857766666,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
605,False,"{'a': 0.002, 'e': 0.29879427078110127}",30,11,11.946109910356778,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.002, 'e': 0.2981972794298874}",20,15,8.986020106148901,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.002, 'e': 0.29760148086818883}",20,0,18.334663202923053,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
608,False,"{'a': 0.002, 'e': 0.2970068727128105}",25,18,14.17973462625541,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.002, 'e': 0.2964134525853191}",20,14,2.6345294263637626,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.002, 'e': 0.2958212181120332}",20,13,-28.148184614540707,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
611,False,"{'a': 0.002, 'e': 0.2952301669240142}",20,12,13.120289939537937,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.002, 'e': 0.29464029665705654}",20,2,23.477878268032335,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.002, 'e': 0.29405160495167837}",20,7,17.824595655695543,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.002, 'e': 0.2934640894531121}",20,14,9.490627083800875,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.002, 'e': 0.2928777478112949}",25,8,-3.1249856104768465,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
616,False,"{'a': 0.002, 'e': 0.2922925776808594}",25,8,18.983596742770562,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.002, 'e': 0.2917085767211244}",20,8,-17.107975914322264,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
618,False,"{'a': 0.002, 'e': 0.2911257425960852}",20,7,15.073203754162542,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
619,False,"{'a': 0.002, 'e': 0.2905440729744046}",20,1,3.3547290176020423,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
620,False,"{'a': 0.002, 'e': 0.2899635655294032}",30,3,-48.532440736816206,"{0: 22, 1: 2, 2: 1, 3: 1, 4: 1}",1
621,False,"{'a': 0.002, 'e': 0.2893842179390506}",20,0,5.652602570898394,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
622,False,"{'a': 0.002, 'e': 0.28880602788595566}",30,17,9.423631475231714,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
623,False,"{'a': 0.002, 'e': 0.2882289930573573}",25,0,-28.05983795394605,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
624,False,"{'a': 0.002, 'e': 0.2876531111451154}",25,17,15.556211351182874,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.002, 'e': 0.28707837984570167}",25,15,20.926640409665826,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.002, 'e': 0.2865047968601901}",20,0,-11.711951549070712,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
627,False,"{'a': 0.002, 'e': 0.285932359894248}",20,0,29.871012653300618,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
628,False,"{'a': 0.002, 'e': 0.28536106665812666}",20,6,11.98173672152646,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
629,False,"{'a': 0.002, 'e': 0.2847909148666525}",25,0,-7.189025768544,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
630,False,"{'a': 0.002, 'e': 0.28422190223921745}",20,13,1.5668736772264142,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
631,False,"{'a': 0.002, 'e': 0.2836540264997704}",25,7,15.415488147019781,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
632,False,"{'a': 0.002, 'e': 0.2830872853768075}",20,4,-34.04610320226199,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
633,False,"{'a': 0.002, 'e': 0.2825216766033636}",30,7,25.6011532229489,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
634,False,"{'a': 0.002, 'e': 0.28195719791700274}",20,4,14.672886454662187,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.002, 'e': 0.2813938470598095}",25,3,21.893815287868453,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
636,False,"{'a': 0.002, 'e': 0.2808316217783798}",30,0,-14.31561525710365,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
637,False,"{'a': 0.002, 'e': 0.28027051982381157}",30,15,21.916988484650858,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.002, 'e': 0.27971053895169634}",25,11,-17.421244684785247,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
639,False,"{'a': 0.002, 'e': 0.27915167692210985}",20,0,-6.155882464520593,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
640,False,"{'a': 0.002, 'e': 0.27859393149960326}",30,17,0.568723555007989,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
641,False,"{'a': 0.002, 'e': 0.27803730045319414}",25,18,-11.841298013508396,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
642,False,"{'a': 0.002, 'e': 0.2774817815563575}",25,0,25.621983182425296,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.002, 'e': 0.2769273725870171}",25,0,-103.26353438443904,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 3}",0
644,False,"{'a': 0.002, 'e': 0.27637407132753633}",25,18,11.842131457149534,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.002, 'e': 0.27582187556470933}",25,15,22.444370064744035,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.002, 'e': 0.27527078308975234}",20,6,14.743037287719096,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
647,False,"{'a': 0.002, 'e': 0.2747207916982947}",20,15,0.27998689280662536,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.002, 'e': 0.2741718991903702}",20,8,0.6346929786799211,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.002, 'e': 0.27362410337040804}",20,12,-3.03236358734491,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
650,False,"{'a': 0.002, 'e': 0.2730774020472242}",25,16,15.423461922350032,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.002, 'e': 0.2725317930340126}",25,11,-8.472295686648799,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
652,False,"{'a': 0.002, 'e': 0.2719872741483365}",25,19,12.045200075390564,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.002, 'e': 0.27144384321211973}",20,9,9.052539666747045,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.002, 'e': 0.27090149805163766}",30,18,0.34403062286573594,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
655,False,"{'a': 0.002, 'e': 0.270360236497509}",20,0,14.38968555554866,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
656,False,"{'a': 0.002, 'e': 0.2698200563846868}",20,15,-33.306898228789855,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
657,False,"{'a': 0.002, 'e': 0.26928095555244996}",20,9,-36.73509862447356,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
658,False,"{'a': 0.002, 'e': 0.26874293184439435}",20,9,17.807694915949178,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.002, 'e': 0.2682059831084244}",25,18,-6.393146792185892,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
660,False,"{'a': 0.002, 'e': 0.26767010719674456}",25,10,1.8768519729549884,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
661,False,"{'a': 0.002, 'e': 0.26713530196585034}",30,13,29.51581473277529,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.002, 'e': 0.2666015652765202}",30,4,3.0323118525089994,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
663,False,"{'a': 0.002, 'e': 0.26606889499380665}",30,16,25.352986882717936,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.002, 'e': 0.2655372889870278}",25,11,4.989404011054757,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
665,False,"{'a': 0.002, 'e': 0.2650067451297589}",25,0,-18.579147824377962,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
666,False,"{'a': 0.002, 'e': 0.26447726129982396}",30,3,6.407432426554543,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 0}",1
667,False,"{'a': 0.002, 'e': 0.2639488353792868}",20,10,3.791545477795527,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
668,False,"{'a': 0.002, 'e': 0.2634214652544431}",20,0,-65.41242039474903,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
669,False,"{'a': 0.002, 'e': 0.26289514881581166}",30,0,27.531765712939997,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",0
670,False,"{'a': 0.002, 'e': 0.262369883958126}",20,0,24.461102804298076,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
671,False,"{'a': 0.002, 'e': 0.261845668580326}",20,11,15.912962383517904,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.002, 'e': 0.2613225005855494}",20,6,11.183456235705268,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
673,False,"{'a': 0.002, 'e': 0.26080037788112365}",30,20,11.839032427693228,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.002, 'e': 0.2602792983785571}",25,18,13.604517445105428,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.002, 'e': 0.2597592599935311}",20,5,19.146866894419297,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.002, 'e': 0.2592402606458915}",20,13,13.26044417745668,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.002, 'e': 0.25872229825964005}",20,8,6.987610810485398,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
678,False,"{'a': 0.002, 'e': 0.25820537076292666}",25,11,-6.083846090717902,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
679,False,"{'a': 0.002, 'e': 0.25768947608804055}",25,8,7.164129139131276,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
680,False,"{'a': 0.002, 'e': 0.2571746121714024}",20,4,-7.977127292825879,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
681,False,"{'a': 0.002, 'e': 0.2566607769535559}",20,0,-11.971589519255433,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
682,False,"{'a': 0.002, 'e': 0.2561479683791593}",20,13,4.461443809658839,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.002, 'e': 0.25563618439697783}",20,14,-0.03333735862553322,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.002, 'e': 0.2551254229598748}",20,13,8.376468983595561,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.002, 'e': 0.2546156820248037}",20,0,7.466028091776922,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
686,False,"{'a': 0.002, 'e': 0.25410695955280027}",35,7,-81.07681006225643,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 2}",1
687,False,"{'a': 0.002, 'e': 0.25359925350897383}",25,0,12.24749738951263,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
688,False,"{'a': 0.002, 'e': 0.25309256186249957}",25,17,14.71357272912763,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.002, 'e': 0.2525868825866102}",20,13,13.634330063531724,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.002, 'e': 0.25208221365858796}",20,0,23.212368830098228,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
691,False,"{'a': 0.002, 'e': 0.25157855305975646}",20,0,-32.38079810171138,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
692,False,"{'a': 0.002, 'e': 0.25107589877547265}",20,0,18.509867475982194,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
693,False,"{'a': 0.002, 'e': 0.25057424879511875}",25,14,6.321445013640215,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.002, 'e': 0.2500736011120941}",30,17,-0.8630517543400229,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
695,False,"{'a': 0.002, 'e': 0.24957395372380728}",25,12,-24.012388387307325,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
696,False,"{'a': 0.002, 'e': 0.24907530463166816}",25,17,7.929530586527028,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.002, 'e': 0.24857765184107966}",20,13,13.527562516137042,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.002, 'e': 0.24808099336142997}",25,16,19.13775113684442,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.002, 'e': 0.2475853272060845}",30,24,11.154329126378737,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.002, 'e': 0.24709065139237796}",25,13,-22.636123525458633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
701,False,"{'a': 0.002, 'e': 0.24659696394160643}",30,0,-28.841724458832356,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
702,False,"{'a': 0.002, 'e': 0.2461042628790195}",25,10,11.963667222937886,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
703,False,"{'a': 0.002, 'e': 0.2456125462338122}",20,3,4.787560768005834,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
704,False,"{'a': 0.002, 'e': 0.24512181203911731}",30,19,21.01817778178223,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.002, 'e': 0.2446320583319975}",25,14,19.9464866207201,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.002, 'e': 0.2441432831534371}",30,18,10.531665024068372,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
707,False,"{'a': 0.002, 'e': 0.24365548454833486}",30,16,10.174419496274782,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.002, 'e': 0.24316866056549566}",20,14,-0.31246580472728724,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
709,False,"{'a': 0.002, 'e': 0.24268280925762298}",25,15,15.319572450689101,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.002, 'e': 0.2421979286813109}",30,12,-28.363259387938342,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
711,False,"{'a': 0.002, 'e': 0.24171401689703645}",30,18,-5.333326471071566,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
712,False,"{'a': 0.002, 'e': 0.24123107196915192}",30,8,-28.115846579373734,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
713,False,"{'a': 0.002, 'e': 0.24074909196587688}",20,13,14.98089988239506,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.002, 'e': 0.2402680749592907}",25,13,1.3826086239151278,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
715,False,"{'a': 0.002, 'e': 0.2397880190253247}",20,14,11.312349752311947,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.002, 'e': 0.23930892224375455}",20,0,7.028803065396711,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
717,False,"{'a': 0.002, 'e': 0.23883078269819244}",25,14,10.649442714837633,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.002, 'e': 0.23835359847607956}",25,0,-39.67226144016079,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
719,False,"{'a': 0.002, 'e': 0.2378773676686784}",20,10,17.47247385958396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.002, 'e': 0.23740208837106508}",30,16,14.927961281979371,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
721,False,"{'a': 0.002, 'e': 0.23692775868212176}",20,15,3.4251607997004347,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.002, 'e': 0.2364543767045291}",30,19,-21.479370760048,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
723,False,"{'a': 0.002, 'e': 0.23598194054475852}",20,9,3.457949908244804,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
724,False,"{'a': 0.002, 'e': 0.23551044831306475}",20,0,-13.837214936332831,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
725,False,"{'a': 0.002, 'e': 0.23503989812347828}",35,21,-23.837145333137638,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
726,False,"{'a': 0.002, 'e': 0.23457028809379765}",25,5,-143.62531275776928,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",1
727,False,"{'a': 0.002, 'e': 0.2341016163455822}",20,8,5.978598293002492,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
728,False,"{'a': 0.002, 'e': 0.23363388100414423}",25,20,9.163076030664147,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.002, 'e': 0.2331670801985418}",25,18,-25.567368426828455,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
730,False,"{'a': 0.002, 'e': 0.23270121206157107}",25,16,14.549688312465438,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.002, 'e': 0.23223627472975883}",20,10,-0.9730697917569939,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
732,False,"{'a': 0.002, 'e': 0.23177226634335515}",20,6,23.370682514217314,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.002, 'e': 0.23130918504632592}",20,15,8.055830295475058,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.002, 'e': 0.23084702898634524}",25,18,9.038324107241968,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.002, 'e': 0.23038579631478834}",30,21,3.5464808866520325,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
736,False,"{'a': 0.002, 'e': 0.22992548518672384}",25,3,4.598170188230205,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
737,False,"{'a': 0.002, 'e': 0.22946609376090668}",20,10,-41.31092601495502,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 0}",1
738,False,"{'a': 0.002, 'e': 0.2290076201997705}",25,18,13.542786168675049,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.002, 'e': 0.2285500626694205}",25,16,18.63110173449026,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.002, 'e': 0.22809341933962587}",20,0,-36.03971458370742,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
741,False,"{'a': 0.002, 'e': 0.22763768838381274}",25,4,-45.38537784510833,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
742,False,"{'a': 0.002, 'e': 0.22718286797905665}",20,16,8.864317984801657,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.002, 'e': 0.22672895630607542}",25,0,14.363260217527854,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
744,False,"{'a': 0.002, 'e': 0.2262759515492217}",20,15,8.068684215514601,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.002, 'e': 0.22582385189647586}",20,12,14.695452346886313,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.002, 'e': 0.22537265553943872}",20,1,18.713998696891174,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
747,False,"{'a': 0.002, 'e': 0.22492236067332425}",20,3,15.113690269962854,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
748,False,"{'a': 0.002, 'e': 0.22447296549695234}",20,0,25.630048906973776,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
749,False,"{'a': 0.002, 'e': 0.22402446821274175}",30,0,8.706484005202661,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
750,False,"{'a': 0.002, 'e': 0.22357686702670268}",25,11,20.542400311124656,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.002, 'e': 0.22313016014842982}",20,14,11.527086853793385,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.002, 'e': 0.22268434579109508}",25,17,-9.375469538837162,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
753,False,"{'a': 0.002, 'e': 0.2222394221714404}",30,12,-28.855414126633764,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
754,False,"{'a': 0.002, 'e': 0.22179538750977074}",25,10,-15.507203765530583,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
755,False,"{'a': 0.002, 'e': 0.22135224002994683}",20,2,-23.195479426187653,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
756,False,"{'a': 0.002, 'e': 0.2209099779593782}",30,12,-41.93917358225432,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
757,False,"{'a': 0.002, 'e': 0.22046859952901593}",25,1,17.42042236607526,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
758,False,"{'a': 0.002, 'e': 0.22002810297334574}",20,16,8.089701829972054,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.002, 'e': 0.21958848653038082}",20,11,0.930984158419297,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
760,False,"{'a': 0.002, 'e': 0.2191497484416548}",30,5,31.398302776967594,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
761,False,"{'a': 0.002, 'e': 0.21871188695221475}",20,0,34.43923348413587,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
762,False,"{'a': 0.002, 'e': 0.21827490031061414}",25,0,-5.522199494680156,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
763,False,"{'a': 0.002, 'e': 0.21783878676890578}",20,9,19.714867623102958,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.002, 'e': 0.21740354458263497}",20,0,-29.61992876409114,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
765,False,"{'a': 0.002, 'e': 0.21696917201083235}",30,17,12.317488830194636,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
766,False,"{'a': 0.002, 'e': 0.21653566731600707}",20,0,12.768467016063916,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
767,False,"{'a': 0.002, 'e': 0.21610302876413975}",20,0,4.8070127182240805,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
768,False,"{'a': 0.002, 'e': 0.21567125462467565}",20,12,14.862039519602984,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.002, 'e': 0.21524034317051757}",20,10,-38.55035045092089,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
770,False,"{'a': 0.002, 'e': 0.2148102926780192}",30,5,17.539867425532478,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
771,False,"{'a': 0.002, 'e': 0.21438110142697794}",30,21,13.570582816399511,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
